"M1","Output12","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11"
69.39,"Class2",11.461,139.144,102.823,30,"K",56,55.418,79.482,38,"K"
54.376,"Class3",25.369,32.375,50.092,68,"X",78,45.075,13.732,26,"D"
40.149,"Class3",25.473,29.799,52.145,84,"X",74,61.682,18.528,25,"Q"
21.04,"Class1",51.702,73.541,42.015,27,"E",15,68.549,56.546,21,"N"
62.23,"Class2",17.359,27.339,120.724,42,"K",17,61.541,78.121,38,"H"
15.044,"Class1",73.107,66.491,72.345,14,"B",8,67.185,31.892,10,"Z"
53.505,"Class2",6.873,29.079,92.872,51,"E",10,45.085,86.176,38,"I"
52.033,"Class3",25.524,28.558,60.714,54,"X",72,45.145,21.216,29,"A"
24.035,"Class1",64.249,56.088,86.288,3,"Q",19,88.076,73.242,25,"Z"
63.317,"Class2",11.681,30.299,68.328,53,"V",12,45.817,80.664,38,"I"
12.578,"Class1",75.857,67.84,63.049,17,"B",13,74.321,23.802,16,"N"
35.31,"Class3",26.406,30.354,13.119,84,"O",78,18.739,28.22,24,"D"
